text,target
"WASHINGTON (Reuters) - The Senate on Tuesday overwhelmingly approved legislation that would boost domestic travel security in the wake of the Brussels attacks and authorize the programs of the Federal Aviation Administration through September 2017. The 95-3 vote sends the measure to the House of Representatives, where lawmakers have been unable to make headway on their own FAA bill because of differences over a provision to privatize the U.S. air traffic control system.   The bipartisan Senate measure, which sidesteps the privatization issue, contains a series of travel security provisions that Senate Republicans have promoted as the most comprehensive increase in airport security in nearly a decade.  The measures include doubling the number of transportation security teams with bomb-sniffing dogs at domestic airports, as well as stronger vetting of airport employees and increased security at check-in and baggage claim areas. The bill also authorizes spending for FAA operations, airport improvements, aviation research and development, and requires airlines to compensate passengers for lost bags and refund charges for undelivered services.  Senate Commerce, Science and Transportation Committee Chairman John Thune said the legislation would “make travel safe and secure and more passenger-friendly.” The Senate measure also contains a lengthy section on unmanned aircraft that would require new policy standards for commercial drones involving safety, privacy, design and identification and the use of data gathered by the aircraft.     ",1
"WASHINGTON (Reuters) - President Barack Obama’s bid to save his plan to spare millions of immigrants in the country illegally from deportation and give them work permits ran into trouble on Monday at the U.S. Supreme Court in a case testing the limits of presidential power. The court, with four conservative justices and four liberals, seemed divided along ideological lines during 90 minutes of arguments in the case brought by 26 states led by Texas that sued to block Obama’s unilateral 2014 executive action that bypassed Congress. Liberal justices voiced support for Obama’s action. The  conservatives sounded skeptical. A 4-4 decision would be a grim defeat for Obama because it would uphold lower court rulings that threw out his action last year and doom his quest to revamp a U.S. immigration policy he calls broken. More than a thousand people in favor of Obama’s action staged a raucous demonstration outside the white marble courthouse on a sunny spring day, with cheery mariachi music from a red-and-black clad band filling the air. A smaller group of Obama critics staged their own rally. In order to win, Obama would need the support of one of the court’s conservatives, most likely Chief Justice John Roberts or Anthony Kennedy. But they both at times hit the Obama administration’s lawyer, U.S. Solicitor General Donald Verrilli, with tough questions. Kennedy expressed concern that Obama had exceeded its authority by having the executive branch set immigration policy rather than carry out laws passed by Congress. “It’s as if the president is setting the policy and the Congress is executing it. That’s just upside down,” Kennedy said. A ruling is due by the end of June. Obama’s plan was tailored to let roughly 4 million people - those who have lived illegally in the United States at least since 2010, have no criminal record and have children who are U.S. citizens or lawful permanent residents - get into a program that shields them from deportation and supplies work permits. Obama said the program, called Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA), was aimed at preventing families from being torn apart. The case comes during a heated presidential campaign in which the status of the roughly 11 million immigrants in the United States illegally, most of them from Mexico and other Latin American nations, has been a central theme. Immigration is also a global concern, with Europe now struggling with a flood of immigrants fleeing violence in Syria, Iraq and elsewhere. The Republican-governed states that filed suit asserted that the Democratic president overstepped his authority provided in the Constitution while his administration said he merely provided guidance on how to enforce deportation laws. A 4-4 ruling is possible because there are only eight justices following February’s death of conservative Antonin Scalia. One possible compromise outcome would be that the court could uphold Obama’s plan in part while leaving some legal questions unresolved, including whether the government can provide work permits to eligible applicants. Obama would also win if the justices decide the states had no legitimate grounds to sue. Texas said it had “standing” to sue because it would be hurt by the additional costs it would incur by providing driver’s licenses to those given legal status. Liberal Justice Ruth Bader Ginsburg noted the “basic problem” that the government lacks the resources to deport everyone in the country illegally, meaning it must set priorities. “There are these people who are here to stay, no matter what,” Ginsburg said.  Liberal Justice Sonia Sotomayor criticized Texas’ argument about the economic harm caused by Obama’s action, saying millions of immigrants “are here in the shadows” and will affect the economy “whether we want (them) to or not.” Verrilli said the federal government has regularly launched programs aimed at giving large groups of immigrants temporary legal status as part of its role establishing enforcement priorities due to limited resources. Asked by Roberts if the government has the power to allow all immigrants who are in the country illegally to stay, Verrilli said: “Definitely not.” Shortly before the plan was to take effect, a federal judge in Texas blocked it after the states filed suit. The New Orleans-based 5th U.S. Circuit Court of Appeals upheld that decision in November. Obama’s executive action arose from frustration within the White House and the immigrant community about a lack of action in politically polarized Washington to address the status of people living in the United States illegally. He took the action after House of Representatives Republicans killed bipartisan legislation, called the biggest overhaul of U.S. immigration laws in decades and providing a path to citizenship for illegal immigrants, that was passed by the Senate in 2013. Obama, stifled by Republican lawmakers on many of his major legislative initiatives, has drawn Republican ire with his use of executive action to get around Congress on immigration policy and other matters including gun control and healthcare. ",1
"WASHINGTON (Reuters) - Dancing, singing, chanting and cheering, throngs of supporters of President Barack Obama’s plan to protect millions of people in the country illegally from deportation and provide them work permits rallied on Monday outside the U.S. Supreme Court. More than a thousand demonstrators from around the country flooded the sidewalks and streets around the white marble courthouse as the justices heard arguments on whether to reinstate Obama’s executive action, blocked by lower courts. They greatly outnumbered conservative opponents of Obama’s action. Due to the crowds, police closed a section of the street separating the courthouse from the Capitol building to traffic. Chicagoan Omar Martinez, 24, said he landed a congressional internship because of an Obama program that let some immigrants who entered the country illegally before age 16 receive a renewable, two-year work permit and exemption from deportation. “It’s not just a Latino issue,” Martinez said. “It’s a multicultural, multinational issue. You have people who are contributing to the economy, contributing to tax funds but can’t fully enjoy what it means to be a U.S. citizen.” Demonstrators brought their young children to the rally and a mariachi band played. Members of the Korean American Resource and Cultural Center danced in the street with a small band of drummers. A gospel choir from Howard University, a historically black college, sang several hymns including civil rights anthem “Ain’t Gonna Let Nobody Turn Me Around.”  Speakers at the conservative Tea Party Patriots’ rally could barely be heard over boos, screams and chants of “stop the hate” from Obama supporters. Iowa Republican congressman Steve King shouted back: “Are you an example of the America we can expect if this court finds that the president can write law and violate the Constitution at will? If so, we’re in for a rough ride in the future.” Iowan Greg Cummings, 51, said his opposition to Obama’s action has “nothing to do with race.” He said his wife emigrated from Honduras when she was 11 and is now a high school English teacher. “It’s a national sovereignty thing,” Cummings said. “A country without borders ceases to be a country. The United States can’t be an open society to all the Earth.” Zaira Garcia, 23, a recent University of Texas graduate, recalled how her Mexican father’s employers would sometimes withhold pay because they knew he was not in the country legally. “It’s inhumane, the way people who are undocumented can be taken advantage of,” Garcia said. “It made us realize and appreciate the sacrifice my parents made to come here. A lot of people think coming to the U.S. is an easy choice, but the reality is hard work and lots of humiliation because of lack of status.”",1
"SEOUL (Reuters) - North Korea, which conducted a fourth nuclear test in January in contravention of U.N. Security Council resolutions, can learn from a deal struck between Iran and world powers to freeze its nuclear program, U.S. Deputy Secretary of State Antony Blinken said on Tuesday. North Korea, which regularly threatens the United States and rich, democratic South Korea, also conducted a long-range rocket launch in February, defying U.N. sanctions. The Security Council last month expanded those sanctions aimed at starving North Korea of funds for its weapons program on a resolution drafted by the United States and China. “Iran made a fundamental choice. It decided to freeze and roll back its nuclear program and allow inspectors to come in and create the time and space to see if we could agree a comprehensive agreement,” Blinken told reporters in Seoul. Iran and six world powers clinched the nuclear agreement in July 2015, which allowed for the easing of sanctions imposed by the United States, European Union and United Nations in return for Tehran curbing its nuclear program.     “It’s our hope that the DPRK will be inspired by that example,” said Blinken, speaking after a meeting with his Japanese and South Korean counterparts. DPRK stands for Democratic People’s Republic of Korea, North Korea’s official title.   Recent diplomatic progress between the United States and Cuba and Myanmar demonstrated U.S. willingness to engage with countries like North Korea, Blinken said. “If a country, even one with which we’ve had the most profound differences, is prepared to engage seriously and credibly in answering the demands of the international community, we are also prepared to engage,” Blinken said. Blinken said on Monday the United States would respond strongly in the case of a further North Korean nuclear test, days after the North’s failed attempt to launch what the United States believes was an intermediate-range ballistic missile.    ",1
"NEW YORK (Reuters) - U.S. Democratic presidential candidate Bernie Sanders accused front-runner Hillary Clinton of apparent campaign finance violations on Monday, ratcheting up the rhetoric against his rival one day before New York state’s crucial primary elections. Sanders questioned whether Clinton’s campaign violated legal limits on donations by paying her staffers with funds from a joint fundraising effort by Clinton and the Democratic National Committee, or DNC. Sanders has long maintained that the DNC has favored Clinton over Sanders. The U.S. senator from Vermont is a democratic socialist who has run as an independent in his Senate campaigns. “While the use of joint fundraising agreements has existed for some time - it is unprecedented for the DNC to allow a joint committee to be exploited to the benefit of one candidate in the midst of a contested nominating contest,” Sanders’ campaign manager, Jeff Weaver, said. The Clinton campaign dismissed the charge, with chairman Robby Mook saying Sanders was making baseless accusations. “It is shameful that Senator Sanders has resorted to irresponsible and misleading attacks just to raise money for himself,” Mook said. The accusations surfaced as the Democratic and Republican candidates engaged in a final frenzy of campaigning before Tuesday’s primaries. Both the Democratic and Republican primaries are expected to be the state’s most decisive in decades in the selection of the parties’ candidates for November’s general election. Former U.S. Secretary of State Clinton and Republican Donald Trump, the national front-runners, were favored to win their respective primaries in the state that both call home. Victories would be a tonic for both candidates following a series of losses. In recent weeks, Sanders has defeated Clinton in nominating contests. On the Republican side, U.S. Senator Ted Cruz of Texas, Trump’s closest challenger, has outmaneuvered the billionaire businessman in the fight for delegates to the Republican National Convention that will pick the party’s nominee in July. By the end of Monday - the last official day of campaigning before the New York primaries - tens of thousands of New Yorkers will have heard the candidates’ closing pitches. At St. John’s Riverside Hospital in Yonkers just north of New York City, Clinton spoke to doctors, nurses and others at a hospital cafeteria, asking for their votes and taking a jab at Cruz’s dismissal earlier in the campaign of “New York values.” “I think New York’s values are America’s values,” she told the crowd. Cruz defended his “New York values” catchphrase on ABC’s “Good Morning America” in Times Square on Monday, saying New Yorkers had “suffered under the left-wing Democratic policies” of New York City Mayor Bill de Blasio and Governor Andrew Cuomo. Sanders needs a strong victory in New York, where 291 delegates to the Democratic convention in July are at stake, if he is to overtake Clinton. With 2,383 delegates needed to secure the Democratic nomination, Clinton has 1,758 to Sanders’ 1,076, according to an Associated Press tally. That total includes unpledged superdelegates who are free to back the candidate of their choice but told the news service whom they support. For Trump, the question is whether he will make a clean sweep of all 95 Republican delegates at stake by earning the majority of votes in all 27 congressional districts in the state.  Total victory in New York would help Trump avoid the possibility that the nomination could be wrested from him at the party’s July 18-21 convention in Cleveland if he arrives without a majority of at least 1,237 delegates. In that scenario, another candidate could win on a second or subsequent ballot. Trump has 744 delegates to 559 for Cruz and 144 for Ohio Governor John Kasich, according to the Associated Press. The count includes endorsements from several delegates who are free to support the candidate of their choice. In Wyoming, in the latest state-by-state delegate battle, Cruz was awarded all 14 delegates, according to a party official on Saturday.  “Lyin’ Ted Cruz can’t win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him & K,” Trump tweeted on Monday.  On ABC, Cruz responded by saying that Trump was throwing a fit because he has lost several recent state contests. “The stakes are too high to hand the election to Hillary Clinton, which is what nominating Donald Trump” would do, he said. ",1
"BAGHDAD (Reuters) - The United States will send more troops to Iraq and will put them closer to the front lines of battle there to advise Iraqi forces in the war against Islamic State militants.  U.S. defense officials said on Monday that Washington will deploy about 200 additional troops, mostly as advisers for Iraqi troops as they advance towards Mosul, the largest Iraqi city still under Islamic State control. “As we see the Iraqis willing to fight and gaining ground, let’s make sure that we are providing them more support,” U.S. President Barack Obama said in an interview with CBS News. “My expectation is that by the end of the year, we will have created the conditions whereby Mosul will eventually fall,” Obama said. The United States has also authorized the use of Apache attack helicopters to help the Iraqis as they can provide quicker air support and precision fire. The advisers will accompany Iraqi units of about 2,500 troops moving closer to the front lines of battle. Until now, the advisers were limited to larger divisions of about 10,000 troops located further back from the battlefield.  The change will allow them to offer quicker advice to Iraqi troops as they try to retake Mosul, likely facing stiff resistance from an entrenched enemy. But it could also leave the U.S. advisers more vulnerable to enemy mortars and artillery. “This will put Americans closer to the action,” U.S. Defense Secretary Ash Carter said. “Their whole purpose is to be able to help those forces respond in a more agile way.” The decision to enlarge the U.S. military force was made in close concert with Iraqi authorities, said Carter, who met U.S. commanders and Iraqi officials including Prime Minister Haider al-Abadi on a visit to Baghdad. Iraq is engulfed in a political crisis over anti-corruption reforms that is crippling state institutions and threatening to slow the campaign against the militants.     The increase raises the authorized troop level in Iraq to  4,087, not including special operations personnel, some logistics workers and troops on temporary rotations.  The Pentagon will also provide up to $415 million to Kurdish peshmerga military units, who have played an important role in pushing back Islamic State in northern Iraq. Part of that funding will likely be spent on basics like food, said Lieutenant General Sean MacFarland, head of the U.S.-led coalition battling Islamic State. “Right now the peshmerga are not getting enough calories to keep them in the field,” MacFarland said. The increase is the latest move by the United States, which invaded Iraq in 2003 to overthrow Saddam Hussein, to step up its campaign against the hardline Sunni jihadists. Since December, Iraqi forces trained by the U.S. military and backed by coalition air strikes have taken back territory from Islamic State, which seized swathes of Iraq and Syria in 2014. Some U.S. troops already in Iraq will be shifted to establishing logistics for Iraqi forces as they move towards Mosul, Carter said. These include supply lines, particularly important as Mosul is 400 km (250 miles) north of Baghdad. Most of the new U.S. advisers, who will make up the bulk of the new troops, will be Army Special Forces, as are the about  100 advisers now in Iraq. The rest of the troops announced on Monday include support crew for the Apaches and security forces to protect the advisers. The United States will also deploy an additional long-range rocket artillery unit to support Iraqi ground forces in the battle for Mosul, Carter said. Two such batteries are already in place in Iraq. The officials did not rule out the possibility that lasting success might require further U.S. commitments. “If it doesn’t take us all the way, we’ll come back and have another discussion and ask for more if we need to,” McFarland said. ",1
"WASHINGTON (Reuters) - President Barack Obama said in an interview broadcast on Monday that the United States is providing more support to Iraq as its military moves to take back territory from Islamic State, and he expects the city of Mosul will be retaken eventually. “As we see the Iraqis willing to fight and gaining ground, let’s make sure that we are providing them more support,” Obama said in an interview with CBS News. U.S. officials announced in Baghdad on Monday the United States will deploy about 200 additional troops, mostly as advisers for Iraqi troops as they advance toward Mosul, the largest Iraqi city still under Islamic State control. The increase raises the authorized U.S. troop level in Iraq to 4,087, not including special operations personnel, some logistics workers and troops on temporary rotations. “We’re not doing the fighting ourselves,” Obama said, “but when we provide training, when we provide special forces who are backing them up, when we are gaining intelligence, working with the coalitions that we have, what we’ve seen is that we can continually tighten the noose” on Islamic State. “My expectation is that by the end of the year, we will have created the conditions whereby Mosul will eventually fall,” Obama said. ",1
"WASHINGTON (Reuters) - The White House expressed confidence on Monday that Saudi Arabia would not follow through on a reported threat to sell U.S. assets if Congress passed a bill that could hold the kingdom responsible for any role in al Qaeda’s Sept. 11, 2001 attacks. The New York Times reported on Friday that Saudi Foreign Minister Adel al-Jubeir told U.S. lawmakers that the country would be forced to sell up to $750 billion in Treasury securities and other U.S. assets in response to the bill if it passed. White House spokesman Josh Earnest said President Barack Obama did not support the legislation and would not sign it. The bill would allow the Saudi government to be sued in a U.S. court for any role in the Sept. 11 attacks.  “I’m confident that the Saudis recognize, just as much as we do, our shared interest in preserving the stability of the global financial system,” Earnest told reporters. Obama, who is traveling to Saudi Arabia later this week, said he opposes the bill because it could expose the United States to lawsuits from citizens of other countries.  “If we open up the possibility that individuals in the United States can routinely start suing other governments, then we are also opening up the United States to being continually sued by individuals in other countries,” Obama said in an interview broadcast on CBS News on Monday. Most of the 19 attackers on Sept. 11, 2001 were Saudi nationals who hijacked four planes and flew them into New York City’s World Trade Center, the Pentagon near Washington and into a field in Pennsylvania after passengers revolted. The attack was mounted by the al Qaeda militant group, then based in Afghanistan. No U.S. investigation to date has reported finding evidence of Saudi government support for the attacks. The debate over the congressional legislation has gained traction on the U.S. presidential campaign trail. Former Secretary of State Hillary Clinton, the front-runner for the Democratic nomination, has broken with the Democratic administration and said she supported the bill. Her rival, U.S. Senator Bernie Sanders of Vermont, said he shared the Obama administration’s concern that the legislation could open up the United States to liability from other countries but said it was important to look into any potential Saudi role in the attacks. “I think it’s important to have a full investigation and an understanding of the role, the possible role, of the Saudi government in 9/11,” he said on NBC’s “Today” program. Clinton and Sanders’ remarks on the issue on Monday came on the day before New York state’s Democratic primary, a crucial race for both candidates. Businessman Donald Trump, the Republican frontrunner in the race for the White House, dismissed concerns about a Saudi sell-off of U.S. assets. “That’s OK,” Trump told New York radio show host Joe Piscopo in a phone interview on Monday morning. “Let’em sell ‘em. And we’ll all buy them, Joe, that’s OK. ... It’s called a fire sale, nothing better than a fire sale.” The bill, which has 22 co-sponsors, passed the Senate Judiciary Committee in January, but it has not come up for a vote in the Republican-dominated Senate. Senate Majority Leader Mitch McConnell’s office said on Monday that no vote has been scheduled. Family members of victims who were killed in the September 2001 attacks urged Obama to support the legislation and to bring up the issue on his trip. “It is not acceptable ... to succumb to the demands of a foreign government that we abandon principles of American justice while we pursue our diplomatic goals,” they wrote in a letter to Obama that was released to the media. In September, a U.S. judge dismissed claims against Saudi Arabia by families of victims of the attacks, saying the kingdom had sovereign immunity from damage claims. ",1
"WASHINGTON (Reuters) - The U.S. government is poised to approve two long-delayed sales of Boeing Co fighter jets to Qatar and Kuwait, and could announce the multibillion-dollar deals during President Barack Obama’s visit to the Gulf this week, according to two sources familiar with the matter. Both deals have been stalled amid concerns raised by Israel that equipment sent to Gulf states could fall into the wrong hands and be used against it, and by the Obama administration’s broader decision-making on military aid to the Gulf.  However, the Pentagon and the State Department both have  signed off on the sale of some 36 F-15 fighter jets to Qatar and 24 F/A-18E/F Super Hornets to Kuwait, both built by Boeing. The White House is expected to follow suit shortly. The sale to Kuwait is worth about $3 billion and the one to Qatar is probably close to $4 billion, sources familiar with the matter said. “The last hurdle now is getting approval from the National Security Council and the White House,” said one of the sources. The Pentagon had no immediate comment. A senior Obama administration official said it was the administration’s policy not to comment on potential arm sales until it has formally notified Congress of an intent to sell something. But, the official said, the United States is committed to the security and stability of the Gulf region and defense sales  “fit into the overall U.S. regional diplomatic strategy.” Expected approval of the fighter jet sales comes as the White House seeks to shore up relations with Gulf allies as they increase their military capabilities amid growing fears that Washington is drawing closer to Iran in the aftermath of the nuclear deal with that country. Senior U.S. officials, including Navy Secretary Ray Mabus have publicly urged approval of the weapons sales, which will help maintain production of the fourth-generation Boeing fighter jets, while the newer and more advanced Lockheed Martin Corp F-35 fighter jet enters service in coming years. One senior U.S. defense official said the Pentagon is keen to see the Boeing F-15 and F/A-18 production lines in St. Louis continue and does not want to “foreclose any options on fourth-generation aircraft at this point.” Boeing already is spending “hundreds of millions” of dollars to buy long-lead materials such as titanium to prepare for a possible Kuwaiti order for F/A-18E/F Super Hornets and a  separate U.S. Navy order for 12 jets put on the service’s “unfunded priorities” list submitted to Congress. The Navy is hoping that Congress will provide the funding to pay for the Boeing jets in fiscal 2017, although the planes were not included in its base budget request. It already has earmarked funding for more F/A-18E/F jets in fiscal 2018. A larger concern now is the Boeing F-15 line, which is set to end in 2019 after Boeing completes work on a large order for Saudi Arabia, unless a follow-on order is approved. ",1
"(Reuters) - The U.S. Supreme Court on Monday heard arguments in a challenge by 26 states to President Barack Obama’s executive action to defer deportation of certain immigrant children and parents who are in the country illegally. Here is a chronology of the case, United States v. Texas: June 15, 2012 - The Obama administration, through the Department of Homeland Security, initiates the Deferred Action for Childhood Arrivals (DACA) program, which suspends deportation for two years for people who entered the country illegally at least five years earlier, before they were age 16, and who were under age 31 as of June 15, 2012. Nov. 20, 2014 - Obama, through unilateral executive action, initiates a new deferred-deportation and work-authorization policy for immigrants whose children are U.S. citizens or lawful permanent residents and who have been living illegally in the United States since Jan. 1, 2010. These people must pass certain background checks for possible past criminal convictions. The program is called Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA). The Obama administration also expands the earlier DACA program by eliminating the age-31 cap and increasing deferred deportation from two to three years. Dec. 3, 2014 - Texas and other Republican-governed states sue the Democratic Obama administration in U.S. district court in Texas. They assert that Obama’s Nov. 20 executive actions, which bypassed the Republican-led Congress, violated the Administrative Procedure Act (APA) notice-and-comment requirements for new federal agency rules and violated the U.S. Constitution’s dictate that a president “take care” that laws are “faithfully executed.” In all, 26 of the 50 U.S. states eventually sign on to the lawsuit: Alabama, Arizona, Arkansas, Florida, Georgia, Idaho, Indiana, Kansas, Louisiana, Maine, Michigan, Mississippi, Montana, Nebraska, Nevada, North Carolina, North Dakota, Ohio, Oklahoma, South Carolina, South Dakota, Tennessee, Texas, Utah, West Virginia and Wisconsin. Feb. 16, 2015 - U.S. District Court Judge Andrew Hanen in the border city of Brownsville, Texas issues an injunction blocking enforcement of the programs nationwide. The judge says the Obama administration had failed to offer notice and seek comments under the Administrative Procedure Act. Administration lawyers counter that the actions did not arise from official rule-making but rather from Homeland Security Department discretion on deportation priorities. May 26, 2015 - After the administration appeals the judge’s decision, the U.S. Court of Appeals for the 5th Circuit, based in New Orleans, upholds Hanen’s injunction, pending an appeal on the merits of the case. Nov. 9, 2015 - The U.S. Court of Appeals for the 5th Circuit rules for Texas and the other states, throwing out Obama’s DAPA and expanded DACA actions because, the court says, they were subject to notice-and-comment requirements under the Administrative Procedure Act. Jan. 19, 2016 - The Supreme Court agrees to hear the  administration’s appeal. The justices say they will review the Administrative Procedure Act issue as well as whether the program violates the “take care” mandate. A key question before the justices is whether Texas and the other states even have legal standing to bring the case based on a claim that Obama’s action would cost the states financially in certain public services such as the cost of issuing driver’s licenses to illegal immigrants. Feb. 13, 2016 - Justice Antonin Scalia dies, leaving the Supreme Court with only eight members - four liberals and four conservatives - and the possibility of a 4-4 deadlock. Such a split ruling would be a defeat for Obama because it would leave in place the 5th Circuit decision disallowing his executive action. April 18, 2016 - The Supreme Court hears oral arguments in the case United States v. Texas. The justices seem divided along ideological grounds, with liberal justices sounding supportive of Obama’s action and the conservatives sounding skeptical, underscoring the possibility of a 4-4 split. A ruling is expected by the end of June.",1
"WASHINGTON (Reuters) - U.S. first lady Michelle Obama will join her husband, President Barack Obama, for his trip to Britain later this week, the White House said on Monday. The Obamas will attend a private lunch with Queen Elizabeth and her husband, Prince Philip at Windsor Castle on Friday.  That evening they will have diner with Prince William, his wife Kate, and Prince Harry at Kensington Palace, White House spokesman Josh Earnest said. The president’s trip comes as the British weigh whether or not to remain in the European Union in an upcoming referendum and as Obama completes his final year in office as president.  ",1
"(Reuters) - The U.S. Supreme Court on Monday heard arguments in a challenge brought by Texas and other states to President Barack Obama’s executive action on immigration. The eight justices confronted a series of legal questions beginning with whether Texas and the other state challengers even had grounds to bring the case. Obama’s November 2014 orders affect immigrants in the country illegally whose children are U.S. citizens or lawful permanent residents or who themselves have been in the United States since they were children. Here is a look at some of the key legal questions in the case: To bring a case, challengers must first demonstrate that they have legal “standing,” arising from some injury or negative consequences. In this case, that means the states need to show that they would be hurt by the Obama administration’s deferral of deportation for immigrant parents and children with deep ties to the United States but who are in the country illegally. The state of Texas has taken the lead in the lawsuit against the Obama administration to block the president’s actions. Texas asserts that it has standing largely because of the expected financial cost to the state of processing temporary driver’s licenses for illegal immigrants with new authorization to live in the United States. Texas subsidizes the cost of processing driver’s licenses and contends Obama’s actions would cost it millions of dollars. The Obama administration rejects that basis for standing to file suit, asserting that any such costs are “incidental” and could be avoided by the state. Obama administration lawyers say Texas could eliminate the subsidies for these driver’s licenses and eliminate the harm claimed by the state. If a majority of the justices finds that Texas lacked a sufficient injury to sue, the case of United States v. Texas ends there and the Obama administration wins. RULE-MAKING REQUIREMENTS If the justices agree that Texas has standing to bring the case, they then would consider whether deferred-deportation policies that were part of Obama’s actions violated rule-making requirements in a federal law called the Administrative Procedure Act. Under that law, federal agencies typically must issue a general notice of a proposed rule and give interested parties a chance to comment. Obama administration lawyers say the deferred deportation practices are not binding rules subject to the Administrative Procedure Act. Rather, they characterize these policies as an outgrowth of the U.S. Department of Homeland Security’s discretion in determining deportation priorities. The administration contends that the homeland security secretary should be able to focus his department’s limited resources on deporting serious criminals and securing the border. There is also the question of whether the deferred deportation violates a dictate of the U.S. Constitution that presidents must “take care” to “faithfully execute” the nation’s laws. Texas and the other states that brought the lawsuit say Obama, in taking executive action that bypassed Congress, crossed that line because Congress is in charge of deciding who is a lawful or unlawful immigrant. The Obama administration says it was faithfully executing the authority to determine priorities under immigration law. ",1
"WASHINGTON (Reuters) - Paul Ryan, the Speaker of the House of Representatives, called on President Barack Obama on Monday to “definitively” rule out any possible sanctions “workaround” that might provide Iran, directly or indirectly, with access to the U.S. financial system or dollar. “Instead of helping the regime get richer, the administration should hold it accountable for its continued ballistic missile tests, egregious human rights violations and support for terrorism,” the Republican congressional leader said in his strongest statement yet on the issue. ",1
"WASHINGTON (Reuters) - Democratic presidential candidate Hillary Clinton said if she wins the White House she would go farther than President Barack Obama’s executive action on immigration and would propose comprehensive immigration reform legislation within 100 days of taking office. “I will do everything I can to protect the president’s executive actions and go further to bring more people relief and keep families together,” Clinton said in a statement as the U.S. Supreme Court heard arguments in a case over whether Obama overstepped his authority with his immigration action. ",1
"MANILA (Reuters) - The United States will transfer an observation blimp to the Philippines to help it track maritime activity and guard its borders amid rising tensions in the South China Sea, a U.S. diplomat said on Monday. Philip Goldberg, U.S. ambassador to the Philippines, said Washington would give Manila, its oldest Asia-Pacific security ally, $42 million worth of sensors, radar and communications equipment. “We will add to its capability to put sensors on ships and put an aerostat blimp in the air to see into the maritime space,” Goldberg said in an interview with CNN Philippines,  The blimp is a balloon-borne radar to collect information and detect movements in the South China Sea, a Philippine military official said.  China claims almost the entire South China Sea, believed to have huge deposits of oil and gas. Brunei, Malaysia, the Philippines, Taiwan and Vietnam also have claims to parts of the waters, through which about $5 trillion in trade is shipped every year. U.S. Defense Secretary Ash Carter visited the Philippines last week to reaffirm Washington’s “ironclad” commitment to defend Manila under a 1951 security treaty. China has been expanding its presence on its seven artificial islands in the Spratly archipelago and on Monday landed a military plane for the first time on one of them, Fiery Cross Reef. It comes ahead of a planned U.S. freedom of navigation patrol this month near the Spratlys. Carter’s visit also signals the start of U.S. military deployment in the Philippines, with 75 soldiers to be rotated in and out of an air base north of Manila. Goldberg said the two allies had agreed to set up a system for “secure and classified communications” as part of a five-year, $425 million security initiative by Washington in Southeast Asia.  Manila will receive some $120 million in U.S. military aid this year, the largest sum since 2000 when the American military returned to the Philippines for training and exercises after an eight-year hiatus.  They signed a new deal in 2013 allowing increased U.S. military presence on a rotational basis and storage of supplies and equipment for maritime security and humanitarian missions.  ",1
"TOKYO (Reuters) - The United States will respond strongly in the case of a further North Korean nuclear test, U.S. Deputy Secretary of State Antony Blinken said on Monday, days after the North’s failure to launch what the United States believes was an intermediate-range ballistic missile. North Korea conducted a fourth nuclear test in January and a long-range rocket launch the next month, both in contravention of U.N. Security Council resolutions. Expanded U.N. sanctions aimed at starving North Korea of funds for its nuclear weapons program were approved in a unanimous Security Council vote in early March on a resolution drafted by the United States and China. Blinken, who is meeting senior Japanese government officials in Tokyo, told reporters North Korea would be digging itself deeper into a hole if it pursued further provocations. “There will be additional strong response in case of another (North Korean) nuclear test,” Blinken said, adding that such actions by North Korea were “unacceptable”. Blinken said the United States would consider “a number of possibilities” while adding that it was “premature” to be specific. Some experts expect North Korea to conduct its fifth nuclear test in the near future, possibly before its party congress in early May, following the embarrassing missile failure on Friday. ",1
